(64.0, 4.0, 0.0)
(69.0, 4.0, 0.0)
(69.0, 4.0, 0.0)
(68.0, 4.0, 0.0)
(74, 4, -2)
(74, 4, -2)
(74, 4, -2)
(74, 4, -2)
(72, 4, -2)
(70, 8, -2)
(70, 8, -2)
(74, 2, -2)
(74, 2, -2)
(74, 2, -2)
(75, 4, -2)
(75, 4, -2)
(75, 4, -2)
(70, 2, -2)
(78, 4, 2)
(65, 4, -1)
(65, 4, -1)
(70, 4, -2)
(71, 4, 2)
(65, 4, -1)
(70, 2, -1)
(70, 2, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(70, 4, -1)
(69, 4, -1)
(65, 2, -1)
(65, 4, -1)
(65, 4, -1)
(69, 4, -1)
(69, 4, -1)
(67, 8, -1)
(64, 4, -1)
(69, 4, 2)
(65, 4, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(70.0, 2.0, -3.0)
(68, 8, -3)
(64, 4, -1)
(60.0, 4.0, -1.0)
(65, 4, -1)
(67, 4, -1)
