(71.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(68.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(74.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(71.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(65, 4, -1)
(65, 4, -1)
(65, 4, -1)
(67, 4, -1)
(77.0, 4.0, -2.0)
(69, 4, -1)
(67, 8, -1)
(70, 2, -1)
(70, 2, -1)
(67, 2, -1)
(67, 2, -1)
(69, 4, -1)
(70, 4, -1)
(70, 4, -1)
(69, 4, -1)
(70, 4, -1)
(70, 4, -1)
(65, 2, -1)
(65, 4, -1)
(65, 4, -1)
(65, 4, -1)
(67, 4, -1)
(65, 4, -1)
(65, 4, -1)
(69, 4, -1)
(70, 4, -1)
(69, 4, -1)
(69, 4, -1)
(70, 4, -1)
(65, 4, -1)
(65, 4, -1)
(64, 4, -1)
(65, 4, -1)
(67, 4, -1)
(65, 4, -1)
(65, 4, -1)
(69, 4, -1)
