(69, 4, 3)
(68, 4, 3)
(66, 8, 3)
(64, 8, 3)
(69.0, 4.0, 3.0)
(69.0, 4.0, 3.0)
(74.0, 4.0, 3.0)
(74.0, 4.0, 3.0)
(73.0, 4.0, 3.0)
(73.0, 4.0, 3.0)
(71, 8, 3)
(71, 8, 3)
(67, 4, 1)
(73.0, 6.0, 3.0)
(73, 4, 3)
(74, 4, 3)
(74, 4, 3)
(76, 2, 2)
(66, 4, 1)
(60.0, 4.0, -1.0)
(71, 2, 3)
(71, 4, 3)
(69, 4, -1)
(69, 4, -1)
(74.0, 2.0, 3.0)
(74.0, 2.0, 3.0)
(74.0, 8.0, 3.0)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(74, 4, 3)
(71, 8, 3)
(73.0, 6.0, 3.0)
(69, 2, 3)
(69, 8, 3)
(75, 4, -3)
(64, 4, 0)
(69, 4, -1)
(73.0, 2.0, 3.0)
(73.0, 2.0, 3.0)
(76, 2, 2)
(75, 4, -3)
(68, 4, 0)
(68, 4, 2)
(69, 2, 0)
(71, 4, 3)
(75, 8, 3)
(76, 4, 2)
(69, 4, 0)
(76, 4, 3)
