(73, 4, 3)
(74, 4, 3)
(73, 2, 3)
(71, 2, 3)
(71, 2, 3)
(69, 2, 3)
(71.0, 4.0, 3.0)
(66.0, 4.0, 3.0)
(68.0, 4.0, 3.0)
(69.0, 4.0, 3.0)
(68, 4, 3)
(78.0, 4.0, 1.0)
(68, 2, 3)
(68, 4, 3)
(69, 4, 3)
(69, 2, 3)
(68, 4, 3)
(68, 2, 3)
(64, 4, 3)
(73, 4, 3)
(68, 4, 3)
(74, 4, 3)
(71, 4, 3)
(71, 2, 3)
(68, 4, 3)
(73, 4, 3)
(71, 8, 3)
(68, 2, 3)
(70.0, 4.0, 3.0)
(71, 4, 3)
(76, 8, 3)
(73.0, 2.0, 3.0)
(71, 4, 3)
(74, 4, 1)
(74, 4, 3)
(73, 3, 3)
(70, 4, -4)
(69, 2, 3)
(76, 6, 1)
(73, 2, 1)
(72, 4, -4)
(76, 4, 1)
(76, 4, 1)
(79.0, 4.0, 1.0)
(63.0, 4.0, 4.0)
(72, 4, -4)
(79.0, 4.0, -3.0)
(65, 4, -2)
(76, 4, 1)
(69, 2, 1)
