(64, 4, 0)
(67, 4, 0)
(67, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 12, 0)
(64, 4, 0)
(64, 12, 0)
(72, 4, 0)
(72, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(72, 4, 0)
(71, 4, 0)
(72, 2, 0)
(68, 4, 0)
(69, 8, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(69, 4, 0)
(67, 4, 0)
(67, 4, 0)
(67, 4, 0)
(65, 4, 0)
(65, 4, 0)
(67, 4, 0)
(69, 4, 0)
(65, 4, 0)
(67, 4, 0)
