(71, 4, 0)
(72, 4, 0)
(71, 2, 0)
(69, 2, 0)
(67, 4, 0)
(69, 4, 0)
(71, 8, 0)
(71, 8, 0)
(72, 4, 0)
(74, 4, 0)
(74, 4, 0)
(74, 4, 0)
(69, 4, 0)
(69, 4, 0)
(69, 4, 0)
(72, 4, -2)
(74, 4, 0)
(74, 4, 0)
(76, 4, 0)
(76, 4, 0)
(76, 4, 0)
(76, 4, 0)
(72.0, 8.0, 0.0)
(72.0, 8.0, 0.0)
(72.0, 8.0, 0.0)
(62, 4, -1)
(72.0, 8.0, 0.0)
(72, 4, -2)
(72, 4, 0)
(72, 4, 0)
(72, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(72.0, 8.0, 0.0)
(67, 4, 0)
(72.0, 8.0, 0.0)
(72, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 4, 0)
(67, 4, 0)
(65, 4, 0)
(65, 4, 0)
(65, 4, 0)
(65, 4, 0)
