(76, 4, -1)
(77, 4, -1)
(76, 4, -1)
(74, 8, -1)
(72, 4, -1)
(69, 4, -1)
(70, 4, -1)
(69, 4, -1)
(67, 4, -1)
(67, 4, -1)
(65, 12, -1)
(65, 12, -1)
(73, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(64.0, 8.0, 3.0)
(64.0, 8.0, 3.0)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(65, 4, -1)
(64.0, 8.0, 3.0)
(66, 4, 3)
(66, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(68, 4, 3)
(69, 4, 3)
(69, 4, 3)
(66, 4, 3)
(66, 4, 3)
(66, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(66, 4, 3)
(64.0, 8.0, 3.0)
(66, 4, 3)
(66, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(68, 4, 3)
(64.0, 8.0, 3.0)
