(62, 4, 0)
(65, 4, 0)
(67, 4, 0)
(69, 4, 0)
(69, 4, 0)
(67, 4, 0)
(69, 4, 0)
(67, 4, 0)
(62, 4, 0)
(65, 4, 0)
(67, 4, 0)
(69, 4, 0)
(69, 4, 0)
(67, 4, 0)
(72, 4, 0)
(74, 6, 0)
(72, 4, 0)
(74, 4, 0)
(70, 4, -1)
(70, 2, -1)
(69, 4, 0)
(72, 4, 0)
(72, 4, 0)
(69, 4, 0)
(67, 4, 0)
(67, 4, 0)
(67, 4, 0)
(69, 4, 0)
(69, 8, 0)
(74, 8, -1)
(67, 4, -2)
(71, 4, 0)
(69, 8, 0)
(71, 2, 0)
(64, 2, 0)
(69, 8, 0)
(69.0, 4.0, 1.0)
(67, 4, 1)
(64.0, 4.0, 1.0)
(67, 4, 1)
(73, 4, 4)
(66, 4, 1)
(67, 4, 1)
(67, 4, 1)
(67, 4, 1)
(67, 4, 1)
(69, 2, 1)
(67, 4, 1)
(69.0, 4.0, 1.0)
(71, 4, 0)
