(74, 4, 2)
(69, 4, 2)
(66, 4, 2)
(67, 4, 2)
(66, 4, 2)
(64, 4, 2)
(62, 8, 2)
(62, 4, 2)
(64, 4, 2)
(66, 6, 2)
(74, 4, 2)
(73, 4, 2)
(70.0, 12.0, -2.0)
(66, 2, 2)
(74, 2, 2)
(69, 4, 2)
(69, 4, 2)
(69, 4, 2)
(69, 4, 2)
(74, 4, 2)
(71, 4, 2)
(71, 4, 2)
(69.0, 12.0, 2.0)
(61, 4, 2)
(74, 2, 2)
(67, 4, 1)
(74, 2, 2)
(62, 4, 2)
(70, 4, -1)
(66, 2, 2)
(69, 4, 2)
(71, 4, 1)
(67, 4, -1)
(67, 4, -1)
(73, 4, 2)
(71, 4, 1)
(71, 2, 1)
(74, 2, -2)
(73, 4, 3)
(74, 2, -2)
(75.0, 2.0, -2.0)
(72, 2, -2)
(74, 2, -2)
(74, 4, 1)
(74, 4, 1)
(74, 4, 1)
(77.0, 2.0, -2.0)
(69, 8, 2)
(69, 4, -1)
(62, 8, 2)
