(71.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(68.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(74.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(71.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(69.0, 4.0, -1.0)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(65, 4, -1)
(65, 4, -1)
(65, 4, -1)
(67, 4, -1)
(69, 4, -1)
(77.0, 4.0, -2.0)
(72, 4, -1)
(70, 4, -1)
(69, 4, -1)
(70, 2, -1)
(69, 4, -1)
(70, 4, -1)
(69, 4, -1)
(68, 4, 3)
(65, 4, -1)
(65, 4, -1)
(67, 8, -1)
(70, 2, -1)
(77.0, 4.0, -2.0)
(77.0, 4.0, -2.0)
(69, 8, -1)
(69, 4, -1)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(65, 12, -1)
(65, 4, -1)
(67, 4, -1)
(65, 4, -1)
(65, 4, -1)
(65, 4, -1)
(65, 4, -1)
(77.0, 4.0, -2.0)
(70, 2, -1)
