(74.0, 4.0, 2.0)
(71.0, 2.0, 2.0)
(73.0, 2.0, 2.0)
(74.0, 4.0, 2.0)
(74.0, 4.0, 2.0)
(73.0, 4.0, 2.0)
(73.0, 4.0, 2.0)
(74.0, 4.0, 2.0)
(76.0, 4.0, 2.0)
(74.0, 4.0, 2.0)
(76, 4, 2)
(74, 4, 2)
(76, 4, 2)
(74, 4, 2)
(73.0, 8.0, 2.0)
(71, 4, 2)
(71, 4, 2)
(67, 4, -2)
(67, 4, -2)
(71, 2, 2)
(73, 2, 2)
(65.0, 2.0, 0.0)
(66, 6, 2)
(74, 4, 2)
(73, 4, 2)
(73, 4, 2)
(76, 4, 2)
(71, 8, 3)
(76, 4, 2)
(74, 4, 2)
(76, 4, 2)
(66.0, 8.0, 1.0)
(76, 4, 2)
(74, 4, 2)
(73.0, 8.0, 2.0)
(71, 4, 2)
(61, 1, 2)
(72, 2, 0)
(76, 4, 3)
(68, 4, 2)
(61, 2, 2)
(71, 4, 3)
(73, 4, 3)
(71, 4, 1)
(69, 4, 2)
(71, 8, 3)
(74, 4, 3)
(72, 2, 0)
(65, 4, -2)
(74, 2, -2)
