(71, 4, 2)
(69, 4, 2)
(69, 4, 2)
(71, 4, 2)
(73, 4, 2)
(74, 2, 2)
(76, 2, 2)
(78, 4, 2)
(76, 2, 2)
(74, 2, 2)
(73, 4, 2)
(69, 4, 2)
(67.0, 4.0, 2.0)
(73, 4, 0)
(69, 4, 2)
(69, 8, 1)
(73, 4, 2)
(71, 4, 1)
(66.0, 4.0, 2.0)
(71.0, 12.0, 3.0)
(72, 4, 1)
(67, 4, 3)
(79.0, 2.0, 2.0)
(67, 8, 1)
(74, 1, 3)
(71, 8, 3)
(69.0, 4.0, 1.0)
(69.0, 4.0, 1.0)
(64, 8, 1)
(70, 4, -2)
(69.0, 4.0, 1.0)
(65, 4, -2)
(66, 6, 2)
(64.0, 16.0, 1.0)
(74, 2, 1)
(64.0, 2.0, -2.0)
(67, 4, 1)
(72.0, 8.0, 1.0)
(69.0, 4.0, 1.0)
(66, 4, -2)
(69.0, 4.0, 1.0)
(69.0, 4.0, 1.0)
(66, 2, 1)
(71, 4, 1)
(71, 2, 1)
(76, 4, 1)
(71, 2, 1)
(67, 4, 1)
(72.0, 8.0, 1.0)
(74, 2, 1)
