(70, 4, -1)
(69, 12, -1)
(65, 4, -1)
(67, 4, -1)
(69, 4, -1)
(70, 12, -1)
(69, 4, -1)
(67, 6, -1)
(65, 2, -1)
(65, 8, -1)
(69, 4, -1)
(69, 4, -1)
(72, 4, -1)
(70, 4, -1)
(69, 4, -1)
(66, 4, -1)
(74, 4, -1)
(71.0, 4.0, -1.0)
(74, 4, -1)
(74.0, 8.0, 3.0)
(70.0, 12.0, -2.0)
(70, 4, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(65, 4, 0)
(74, 4, -1)
(70, 2, -1)
(73, 8, 3)
(70, 8, -1)
(72, 4, -1)
(69, 4, -1)
(70, 4, -1)
(69, 4, -1)
(72, 4, -1)
(69, 4, -1)
(69, 2, -1)
(68, 2, -4)
(69, 4, 0)
(65.0, 2.0, 0.0)
(64, 4, 0)
(65, 4, -1)
(69, 4, -1)
(69, 4, -1)
(74, 4, 1)
(69, 4, -1)
(74, 4, -1)
(74, 4, -1)
(66, 6, 2)
(67, 4, -1)
