(74, 8, -1)
(72, 4, -1)
(70, 4, -1)
(69, 4, -1)
(67, 4, -1)
(65, 8, -1)
(65, 4, -1)
(70, 8, -1)
(69, 4, -1)
(70.0, 8.0, -1.0)
(70, 8, -1)
(72, 4, -1)
(72, 4, -1)
(77.0, 4.0, -3.0)
(74, 2, 0)
(67, 4, -1)
(69, 4, -1)
(65, 8, -1)
(76, 4, 1)
(65, 8, -1)
(75, 4, -3)
(67, 8, -1)
(67, 4, -1)
(67, 12, -1)
(65, 8, -1)
(65, 8, -1)
(72.0, 2.0, -1.0)
(67, 12, -1)
(67, 12, -1)
(72.0, 2.0, -1.0)
(72.0, 2.0, -1.0)
(67, 4, -1)
(67, 12, -1)
(67, 4, -1)
(67, 12, -1)
(67, 4, -1)
(70, 4, -1)
(69, 4, 0)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(70, 4, -1)
(67, 2, 1)
(65, 8, -1)
(67, 4, -1)
(65, 4, -1)
(74, 4, -2)
(65, 4, -1)
(65, 4, -1)
(67, 4, -1)
