(64, 4, 0)
(67, 4, 0)
(67, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(74, 6, 0)
(67, 4, 0)
(67, 4, 0)
(72, 4, 0)
(65, 4, 0)
(69, 4, 0)
(64, 4, 0)
(69, 4, 0)
(67, 4, 0)
(69, 4, 0)
(73, 4, 3)
(73.0, 2.0, 3.0)
(74, 4, -2)
(72, 4, -2)
(67, 4, 0)
(69, 4, 0)
(69, 4, 0)
(71, 4, 0)
(69, 4, 0)
(74, 4, 0)
(76, 4, 1)
(76, 4, 2)
(72, 4, -2)
(74, 4, -2)
(69, 4, 0)
(71, 4, 1)
(74, 4, -2)
(72, 4, -2)
(74, 4, -2)
(74, 4, -2)
(69.0, 1.0, -2.0)
(74, 4, -2)
(74, 4, -2)
(72, 4, -2)
(70, 8, -2)
(69.0, 1.0, -2.0)
(70, 2, -2)
(75, 4, -2)
