(69, 4, 0)
(69, 8, 0)
(69, 4, 0)
(71, 8, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 12, 0)
(72, 8, 0)
(74, 4, 0)
(75.0, 2.0, -2.0)
(74, 6, -2)
(76, 4, -2)
(71, 4, 0)
(72, 4, 0)
(72, 4, 0)
(72, 4, 0)
(77.0, 4.0, -2.0)
(69, 4, 0)
(70.0, 4.0, 3.0)
(72, 4, -2)
(69, 4, 0)
(78, 4, 2)
(76, 4, 0)
(76, 4, 0)
(72, 2, 0)
(69.0, 12.0, 2.0)
(75, 4, 4)
(72, 4, -2)
(74, 2, -2)
(65.0, 2.0, -2.0)
(74, 4, 2)
(72, 4, 0)
(72, 4, 0)
(70, 8, -2)
(74, 8, -2)
(71, 8, 3)
(66, 4, 1)
(66, 4, -2)
(69, 4, 2)
(64, 8, 4)
(73, 2, 2)
(71, 4, 2)
(69, 4, 2)
(67.0, 4.0, 2.0)
(72, 2, -3)
(74, 2, 2)
(67, 8, -1)
(69, 4, -1)
