(71, 4, 3)
(73, 8, 3)
(74, 4, 3)
(73, 4, 3)
(71, 4, 3)
(69, 4, 3)
(68, 2, 3)
(69, 2, 3)
(71, 8, 3)
(69, 8, 3)
(69, 8, 3)
(69, 4, 3)
(73.0, 2.0, 3.0)
(69, 8, 3)
(73, 4, 3)
(71, 2, 3)
(71, 2, 3)
(73, 4, 3)
(71, 4, 3)
(71, 4, 3)
(73, 8, 3)
(71, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(74, 4, 3)
(74, 4, 3)
(74, 4, 3)
(71, 4, 3)
(71, 4, 3)
(71, 4, 3)
(73, 4, 3)
(74, 4, 3)
(74, 4, 3)
(74, 4, 3)
(71, 4, 3)
(71, 4, 3)
(71, 4, 3)
(71, 4, 3)
(68, 4, 3)
(69, 4, 3)
(71, 4, 3)
(74, 4, 3)
(74, 4, 3)
(74, 4, 3)
(71, 8, 3)
(71, 4, 3)
(71, 4, 3)
(73, 4, 3)
