(62, 4, 2)
(62, 4, 2)
(69, 4, 2)
(71, 4, 2)
(69, 4, 2)
(68, 4, 2)
(69, 8, 2)
(62, 4, 2)
(69.0, 4.0, 2.0)
(71.0, 4.0, 2.0)
(73, 4, 2)
(66, 2, 2)
(71, 2, 2)
(73, 2, 2)
(74, 4, 2)
(73, 4, 2)
(74, 4, 2)
(73, 4, 2)
(74, 2, 2)
(76, 2, 2)
(76, 4, 2)
(76, 2, 2)
(74, 2, 2)
(73, 2, 2)
(74, 4, 2)
(73.0, 8.0, 2.0)
(71, 4, 2)
(71, 4, 2)
(73, 4, 2)
(71, 2, 2)
(76, 4, 2)
(69, 2, -1)
(64, 2, 0)
(69, 4, 0)
(69, 4, 2)
(67, 4, 1)
(74, 4, 2)
(74, 4, 0)
(71, 2, 0)
(72.0, 2.0, -1.0)
(70, 8, -1)
(71, 4, 2)
(71, 4, 0)
(70, 4, -1)
(67, 2, 1)
(64, 2, 2)
(72, 4, -1)
(71, 4, 0)
(74, 2, 1)
(67, 4, -1)
