(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(71, 4, 3)
(67, 4, 3)
(66, 4, 3)
(64, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(68, 2, 3)
(68, 2, 3)
(68, 2, 3)
(69, 4, 3)
(66, 4, 3)
(69, 2, 3)
(69, 4, 3)
(66, 4, 3)
(66, 4, 3)
(66, 4, 3)
(66, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(69, 4, 3)
(69, 6, 3)
(69, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(71, 8, 3)
(67, 4, -2)
(73, 4, 3)
(71, 4, 3)
(73, 4, 3)
(71, 4, 3)
(74, 4, 3)
(74, 4, 3)
(74, 4, 3)
(71, 8, 3)
(71, 8, 3)
(71, 4, 3)
(71, 4, 3)
(64, 2, 2)
(71, 4, 3)
(74, 4, 3)
(71, 4, 3)
(71, 4, 3)
