(66, 4, 2)
(71, 4, 2)
(73, 4, 2)
(74, 4, 2)
(73, 4, 2)
(71, 4, 2)
(73, 2, 2)
(71, 2, 2)
(70, 4, 2)
(66, 4, 2)
(69, 4, 2)
(69, 4, -1)
(76, 2, 2)
(71, 2, 2)
(64, 6, 2)
(70, 4, 2)
(70, 4, 2)
(74, 4, 2)
(74, 4, 2)
(73, 4, 2)
(73, 4, 2)
(66, 4, -2)
(78, 4, 2)
(74, 4, 2)
(74, 4, 2)
(74, 4, 2)
(76, 4, 2)
(79.0, 2.0, 2.0)
(76, 4, 2)
(78, 2, 2)
(71, 4, 3)
(71, 8, 2)
(67, 4, -3)
(71, 4, 2)
(74, 4, 2)
(74, 4, 2)
(74, 4, 2)
(74, 4, 2)
(73, 4, 2)
(74, 2, 2)
(73, 2, 2)
(76, 4, 2)
(67.0, 4.0, 2.0)
(69, 4, 2)
(71, 4, 2)
(69, 4, 2)
(74, 4, 2)
(73, 4, 2)
(71, 4, 2)
(71, 2, 2)
