(64, 4, 0)
(67, 4, 0)
(67, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 12, 0)
(64, 12, 0)
(72, 4, 0)
(72, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(69, 4, 0)
(69, 4, 0)
(68, 4, 0)
(64, 4, 0)
(64, 4, 0)
(64, 4, 0)
(74, 4, -2)
(64, 4, 0)
(74, 4, -2)
(74, 4, -2)
(72, 4, -2)
(70, 8, -2)
(66, 4, -1)
(73.0, 2.0, 3.0)
(74.0, 2.0, 3.0)
(74.0, 2.0, 3.0)
(73.0, 2.0, 3.0)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(68, 4, 3)
(69, 4, 3)
(69, 4, 3)
