(64, 4, 0)
(67, 4, 0)
(67, 4, 0)
(69, 4, 0)
(71, 4, 0)
(72, 4, 0)
(71, 4, 0)
(69, 4, 0)
(67, 4, 0)
(72, 4, 0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
(60.0, 4.0, -1.0)
