(71, 4, 1)
(72, 4, 1)
(71, 4, 1)
(69, 4, 1)
(76, 4, 1)
(76, 2, 1)
(74, 2, 1)
(72, 4, 1)
(71, 4, 1)
(74, 4, 1)
(72, 4, 1)
(71, 2, 1)
(71, 2, 1)
(71, 2, 1)
(72, 2, 1)
(69, 4, 3)
(69, 4, 3)
(69, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(69, 4, 3)
(69, 4, 3)
(65, 4, -1)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(74, 4, 3)
(72, 4, 1)
(69, 4, 3)
(69, 4, 3)
(68, 4, 3)
(69, 4, 3)
(71, 4, 3)
(73, 4, 3)
(69, 2, 1)
(69, 6, 3)
(69, 4, 3)
(69, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(71, 8, 3)
(68, 4, 3)
(71, 4, 3)
(71, 4, 3)
(73, 4, 3)
(71, 4, 3)
(70.0, 4.0, 3.0)
