(72.0, 8.0, 0.0)
(62, 4, -1)
(62, 4, -1)
(62, 4, -1)
(69, 8, -1)
(69, 4, -1)
(70, 8, -1)
(70, 4, -1)
(69, 12, -1)
(65, 4, -1)
(67, 4, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(69, 4, -1)
(67, 8, -1)
(64, 4, -1)
(65, 2, -1)
(71, 4, 2)
(69, 4, -1)
(67, 4, -1)
(69, 4, -1)
(67, 4, -2)
(67, 4, -2)
(67, 4, -2)
(67, 4, -2)
(70, 4, -2)
(70, 4, -2)
(70, 4, -2)
(72, 4, -2)
(74, 4, -2)
(72, 4, -2)
(69, 4, -2)
(69, 4, -2)
(69, 4, -2)
(74, 4, -2)
(72, 4, -2)
(70, 8, -2)
(72, 4, -2)
(67.0, 12.0, -2.0)
(67.0, 12.0, -2.0)
(75, 4, -2)
(75, 4, -2)
(74, 4, -2)
(77.0, 4.0, -2.0)
(77.0, 4.0, -2.0)
(78, 4, 2)
(69, 2, -2)
(77.0, 4.0, -2.0)
(79.0, 4.0, -2.0)
