(66, 4, 3)
(68, 4, 3)
(69, 4, 3)
(71, 4, 3)
(64, 2, 3)
(66, 2, 3)
(68, 2, 3)
(69, 2, 3)
(66, 4, 3)
(64, 4, 3)
(66, 4, 3)
(66, 4, 3)
(73.0, 2.0, 3.0)
(73, 4, 3)
(71, 4, 3)
(73, 4, 3)
(71, 2, 3)
(71, 2, 3)
(79.0, 4.0, 1.0)
(71, 4, 3)
(71, 4, 3)
(71, 4, 3)
(74, 4, 3)
(73, 4, 3)
(71, 4, 3)
(73, 4, 3)
(73, 4, 3)
(73, 4, 3)
(71, 8, 3)
(71, 4, 3)
(73, 4, 3)
(71, 4, 3)
(69, 4, 0)
(73, 4, 3)
(71, 4, 0)
(72.0, 8.0, 0.0)
(70, 4, -2)
(67, 4, 0)
(70, 4, -3)
(68, 2, 3)
(77.0, 4.0, -2.0)
(74, 4, -2)
(70, 4, -3)
(74, 4, -2)
(74, 2, -2)
(72, 4, -2)
(74, 2, -2)
(72, 4, -2)
(72, 4, -2)
(69, 8, 3)
