(71.0, 2.0, 1.0)
(72.0, 2.0, 1.0)
(71.0, 2.0, 1.0)
(69.0, 4.0, 1.0)
(67.0, 2.0, 1.0)
(64.0, 2.0, 1.0)
(66.0, 4.0, 1.0)
(67.0, 4.0, 1.0)
(67, 4, 0)
(67, 4, 0)
(67, 4, 0)
(67, 4, 0)
(67.0, 2.0, 0.0)
(67.0, 2.0, 0.0)
(67.0, 2.0, 0.0)
(67.0, 2.0, 0.0)
(69, 2, 0)
(65, 4, 0)
(69, 4, 2)
(69, 4, 0)
(69, 4, 2)
(74, 2, -2)
(75, 8, -3)
(74, 2, -2)
(72, 4, -2)
(74, 2, -2)
(72, 4, -2)
(69, 4, 3)
(72, 4, -2)
(74, 4, -2)
(75.0, 2.0, -2.0)
(74, 4, -2)
(69.0, 1.0, -2.0)
(70, 4, -2)
(65, 4, -2)
(70, 4, -2)
(65, 4, -2)
(70, 4, -2)
(65, 4, -2)
(74, 4, -2)
(74, 4, -2)
(74, 4, -2)
(74, 4, -2)
(72, 4, -2)
(74, 4, -2)
(70, 4, -2)
(69, 2, -2)
(74, 2, -2)
(74, 2, -2)
(75.0, 2.0, -2.0)
