(74, 4, 2)
(74, 4, 2)
(74, 4, 2)
(69, 2, 2)
(71, 2, 2)
(73, 4, 2)
(74, 2, 2)
(73, 2, 2)
(71, 4, 2)
(69, 4, 2)
(72, 4, -2)
(65, 4, -2)
(69.0, 4.0, 1.0)
(69, 4, -2)
(65, 8, -4)
(61, 2, 2)
(62, 4, -1)
(76, 4, 3)
(71, 4, 2)
(72, 4, -2)
(72, 4, -2)
(74, 4, 1)
(75, 4, -2)
(74, 2, 1)
(74, 4, 1)
(72, 4, -2)
(71, 2, 1)
(60, 4, -2)
(72, 2, 1)
(64.0, 16.0, 1.0)
(79.0, 4.0, -2.0)
(69, 8, 3)
(74, 4, 2)
(69, 8, 1)
(69, 2, 1)
(73, 8, 3)
(67.0, 4.0, 2.0)
(66, 8, 3)
(70, 4, -4)
(69, 8, 3)
(67, 4, 4)
(75.0, 1.0, -2.0)
(76, 4, 3)
(79.0, 4.0, 1.0)
(73, 4, 3)
(73, 12, 3)
(73, 3, 3)
(69, 8, 3)
(68.0, 2.0, -3.0)
(75.0, 1.0, -2.0)
